prompt,gt,smiles
What is the logD/lipophilicity of CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCOCC4)ncc2F?,3.01,CC(C)n1c(C)ncc1c2nc(Nc3ccc(cc3)N4CCOCC4)ncc2F
Estimate the lipophilicity property of CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)Cc3ccccc3.,1.32,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N[C@H]2CCCN(C2)C(=O)Cc3ccccc3
Provide the lipophilicity index for the compound COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN(C(C)C)C(C)C.,3.5,COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(c4)N5CCOCC5)ccc3C)c2cc1OCCN(C(C)C)C(C)C
What is the logD/lipophilicity of c1ccc2ncccc2c1?,2.09,c1ccc2ncccc2c1
What is the predicted lipophilicity (Lipo) of C[C@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3?,2.86,C[C@H](Oc1nc(Nc2cc(C)[nH]n2)c(C)nc1C#N)c3ccc(F)cn3
How lipophilic is Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(Cc4ccc(cc4)C(=O)NC5CC5)CC3?,2.31,Nc1ccccc1NC(=O)c2ccc(cc2)C3CCN(Cc4ccc(cc4)C(=O)NC5CC5)CC3
"Given the SMILES C[C@H](Nc1cnc(C)c(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3, compute its lipophilicity.",1.73,C[C@H](Nc1cnc(C)c(Nc2cc(C)[nH]n2)n1)c3ccc(F)cn3
Provide the lipophilicity index for the compound CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F.,-0.45,CCS(=O)(=O)c1ccc(c(C)c1)c2cc(ccc2OCC(=O)O)C(F)(F)F
Predict the lipophilicity (Lipo) value for the molecule with SMILES: Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3cc(C)nc4ccccc34,2.88,Cc1ccc2c(c1)c(c(C)n2CC(=O)O)c3cc(C)nc4ccccc34
How lipophilic is FC(F)(F)c1nnc2ccc(nn12)n3ccnc3?,0.91,FC(F)(F)c1nnc2ccc(nn12)n3ccnc3
What is the predicted lipophilicity (Lipo) of COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC?,3.35,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC
Estimate the lipophilicity property of Nc1nc2ccccc2n1C(=O)c3ccccc3.,1.56,Nc1nc2ccccc2n1C(=O)c3ccccc3
How lipophilic is OC1CCN(CC1)C(=O)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56?,1.89,OC1CCN(CC1)C(=O)c2ccc(cc2)C(=C3CCN(Cc4cscn4)CC3)c5cccc6cccnc56
"From the SMILES O=C(Nc1ccccc1)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N, predict the Lipo property.",2.66,O=C(Nc1ccccc1)c2ccc(OCCCN3CCCC3)cc2OCc4ccccc4C#N
"From the SMILES O=C(Nc1ccccc1)c2ccccc2, predict the Lipo property.",2.8,O=C(Nc1ccccc1)c2ccccc2
Estimate the lipophilicity property of CCN1CCN(Cc2cnc(c(Cl)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1.,1.81,CCN1CCN(Cc2cnc(c(Cl)c2)c3ccc(cc3)C(=O)Nc4ccccc4N)CC1
What is the logD/lipophilicity of Cc1cnc(NC(=O)Cc2ccccc2)s1?,2.9,Cc1cnc(NC(=O)Cc2ccccc2)s1
"From the SMILES CN(C)C(=O)CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4, predict the Lipo property.",2.4,CN(C)C(=O)CC(NC(=O)C1(N)CCN(CC1)c2ncnc3[nH]ccc23)c4ccc(Cl)cc4
"For the molecule CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cocc5)ccc4C, return its lipophilicity score.",2.43,CN1CCN(CC1)c2ccc3N=CN(C(=O)c3c2)c4cc(NC(=O)c5cocc5)ccc4C
"From the SMILES COc1cccc2c(ccnc12)c3c(C)n(CC(=O)O)c4ccc(C)cc34, predict the Lipo property.",0.49,COc1cccc2c(ccnc12)c3c(C)n(CC(=O)O)c4ccc(C)cc34
Report the predicted Lipo value for CC1CCN(CC1)C(=O)c2scc3OCCOc23.,2.26,CC1CCN(CC1)C(=O)c2scc3OCCOc23
Predict the lipophilicity (Lipo) value for the molecule with SMILES: C(Cc1nc2ccccc2[nH]1)Cc3nc4ccccc4[nH]3,3.5,C(Cc1nc2ccccc2[nH]1)Cc3nc4ccccc4[nH]3
What is the logD/lipophilicity of COc1ccc2C(=NC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1)C?,0.29,COc1ccc2C(=NC(=O)N(CCN3CCC(CC3)NCc4cc5OCCOc5cn4)c2c1)C
Provide the lipophilicity index for the compound Oc1ccc(cc1)C2=Cc3ccccc3OC2=O.,3.0,Oc1ccc(cc1)C2=Cc3ccccc3OC2=O
Predict the lipophilicity (Lipo) value for the molecule with SMILES: C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F,1.7,C[C@@H](c1ncncc1F)[C@](O)(Cn2cncn2)c3ccc(F)cc3F
Estimate the lipophilicity property of CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2.,3.27,CC(C)(C)OC(=O)N1CCN(CC1)c2ncc(OCc3ccc(cc3)S(=O)(=O)C)cn2
What is the logD/lipophilicity of Clc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl?,4.37,Clc1cccc(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1Cl
Predict the lipophilicity (Lipo) value for the molecule with SMILES: CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccc(OC)cc4,2.15,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3ccsc3C(=O)N2Cc4ccc(OC)cc4
"Given the SMILES ONC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1, compute its lipophilicity.",0.75,ONC(=O)c1ccc(NS(=O)(=O)c2ccccc2)cc1
Estimate the lipophilicity property of Nc1nc2ccccc2s1.,2.0,Nc1nc2ccccc2s1
"For the molecule O=C1NC=Nc2[nH]ncc12, return its lipophilicity score.",-0.42,O=C1NC=Nc2[nH]ncc12
"From the SMILES C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=Cc13)C#N, predict the Lipo property.",3.32,C[C@H](CO)Nc1nc(SCc2cccc(F)c2F)nc3NC(=O)C(=Cc13)C#N
Provide the lipophilicity index for the compound Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N.,2.99,Cc1cccc2c3CN(CCc3[nH]c12)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
"Given the SMILES CC1(C)COCc2sc(nc12)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N, compute its lipophilicity.",2.4,CC1(C)COCc2sc(nc12)N3CCN(CC3)C(=O)[C@@H]4CCCC[C@H]4C(=O)NC5(CC5)C#N
Predict the lipophilicity (Lipo) value for the molecule with SMILES: CCc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1,2.6,CCc1cc(C(=O)N[C@@H](Cc2cccc(Cl)c2)C(=O)NCC#N)n(C)n1
"From the SMILES COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCCCN5CCCCC5, predict the Lipo property.",2.05,COc1cc2c(Nc3c(Cl)ccc4OCOc34)ncnc2cc1OCCCN5CCCCC5
Predict the lipophilicity (Lipo) value for the molecule with SMILES: CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)C(=O)NC1=O,-0.55,CC1=CN([C@H]2CCCN(Cc3ccc(C(=O)O)c(Oc4cccc(Cl)c4)c3)C2)C(=O)NC1=O
What is the predicted lipophilicity (Lipo) of Nc1nc(Nc2ccc(F)c(Cl)c2)c3nc[nH]c3n1?,2.75,Nc1nc(Nc2ccc(F)c(Cl)c2)c3nc[nH]c3n1
Report the predicted Lipo value for ONC(=O)Cc1ccc(OCc2ccccc2)cc1.,1.92,ONC(=O)Cc1ccc(OCc2ccccc2)cc1
"For the molecule CCCc1c(O)c(ccc1OCCCOc2ccc3C(=O)C=C(Oc3c2CCC)C(=O)O)C(=O)C, return its lipophilicity score.",3.0,CCCc1c(O)c(ccc1OCCCOc2ccc3C(=O)C=C(Oc3c2CCC)C(=O)O)C(=O)C
Provide the lipophilicity index for the compound COc1cc(Nc2cc(Oc3cccnc3C)ccn2)cc(OC)c1OC.,3.19,COc1cc(Nc2cc(Oc3cccnc3C)ccn2)cc(OC)c1OC
What is the logD/lipophilicity of CC(C)(C)C(=O)NCc1ccc(NC(=O)N2CCCC(O)(C2)c3ccc(Cl)c(Cl)c3)cc1?,3.93,CC(C)(C)C(=O)NCc1ccc(NC(=O)N2CCCC(O)(C2)c3ccc(Cl)c(Cl)c3)cc1
"From the SMILES CCN(CCCOCCOCCc1ccccc1)CCc2ccc(O)c3nc(O)sc23, predict the Lipo property.",2.45,CCN(CCCOCCOCCc1ccccc1)CCc2ccc(O)c3nc(O)sc23
How lipophilic is CN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2?,1.97,CN1CCN(CC1)C(=O)c2cc3cc(F)ccc3[nH]2
"For the molecule CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)c(F)c(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C, return its lipophilicity score.",2.55,CCN(C1CCN(CC[C@H](c2ccc(cc2)S(=O)(=O)C)c3cc(F)c(F)c(F)c3)CC1)C(=O)Cc4ccc(cc4)S(=O)(=O)C
What is the predicted lipophilicity (Lipo) of CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(cc2)[N+](=O)[O-])C1)C(C)(C)C?,1.54,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCCN(CCc2ccc(cc2)[N+](=O)[O-])C1)C(C)(C)C
Estimate the lipophilicity property of CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3nccnc3C(=O)N2Cc4ccccc4.,-0.14,CCC(N(CCCN)C(=O)c1ccc(C)cc1)C2=Nc3nccnc3C(=O)N2Cc4ccccc4
Predict the lipophilicity (Lipo) value for the molecule with SMILES: C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)C#N)cn2)C(=O)OC(C)(C)C,2.89,C[C@@H]1CN(CCN1c2ncc(OCc3ccc(cc3)C#N)cn2)C(=O)OC(C)(C)C
"Given the SMILES CC(=O)Nc1ccc2c(c1)c(cn2CCC(=O)O)c3cc(NC4CC4)n5ncc(C#N)c5n3, compute its lipophilicity.",-0.87,CC(=O)Nc1ccc2c(c1)c(cn2CCC(=O)O)c3cc(NC4CC4)n5ncc(C#N)c5n3
Estimate the lipophilicity property of CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(=O)(=O)C.,0.51,CC(C)Cc1ccc(cc1)[C@@H](C)C(=O)NS(=O)(=O)C
